index,yfips,year,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime,asian_jail_pop_rate,female_jail_pop_rate,female_jail_adm_dcrp_rate,female_jail_pretrial_rate,female_jail_pop_dcrp_rate,female_prison_pop_rate,female_prison_adm_rate,male_jail_adm_dcrp_rate,male_jail_pop_rate,male_jail_pretrial_rate,male_jail_pop_dcrp_rate,male_prison_pop_rate,male_prison_adm_rate,asian_prison_pop_rate,asian_prison_adm_rate,other_prison_pop_rate,other_prison_adm_rate,white_jail_pop_rate,white_prison_pop_rate,white_prison_adm_rate,black_jail_pop_rate,black_prison_pop_rate,black_prison_adm_rate,latino_jail_pop_rate,latino_prison_pop_rate,latino_prison_adm_rate,native_jail_pop_rate,native_prison_pop_rate,native_prison_adm_rate,total_jail_adm_rate,total_jail_adm_dcrp_rate,total_jail_pop_rate,total_jail_pop_dcrp_rate,total_jail_pretrial_rate,total_prison_pop_rate,total_prison_adm_rate,total_jail_pop_v2,total_jail_pop_v2_rate
3008,197028129,1970,Smith,13610,8102,4097,4005,,1491,,,32,6579,0,,,,3,0,3,,,,,,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,74.90636704,49.93757803,,,,,,,,,,,,,,,,,,,,0,,37.02789435,,24.6852629,,,3,37.02789435
3009,197128129,1971,Smith,13857,8238,4159,4079,,1508,,,32,6698,0,,,,3,0,3,,,,,,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,73.5474381,49.0316254,,,,,,,,,,,,,,,,,,,,0,,36.41660597,,24.27773731,,,3,36.41660597
3010,197228129,1972,Smith,14220,8470,4272,4198,,1555,,,28,6887,0,,,,3,0,3,,,,,,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,71.46260124,47.64173416,,,,,,,,,,,,,,,,,,,,0,,35.41912633,,23.61275089,,,3,35.41912633
3011,197328129,1973,Smith,14683,8779,4432,4347,,1618,,,24,7137,0,,,,3,0,3,,,,,,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,69.01311249,46.00874166,,,,,,,,,,,,,,,,,,,,0,,34.172457,,22.781638,,,3,34.172457
3012,197428129,1974,Smith,14729,8810,4453,4357,,1625,,,26,7159,0,,,,3,0,3,,,,,,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,68.85471655,45.90314437,,,,,,,,,,,,,,,,,,,,0,,34.05221339,,22.7014756,,,3,34.05221339
3013,197528129,1975,Smith,14835,8873,4485,4388,,1637,,,24,7212,0,,,,3,0,3,,,,,,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,68.36827712,45.57885141,,,,,,,,,,,,,,,,,,,,0,,33.81043615,,22.54029077,,,3,33.81043615
3014,197628129,1976,Smith,15056,9070,4591,4479,,1688,,,20,7362,0,,,,3,0,3,,,,,,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,66.97923644,44.65282429,,,,,,,,,,,,,,,,,,,,0,,33.07607497,,22.05071665,,,3,33.07607497
3015,197728129,1977,Smith,14952,9041,4582,4459,,1693,,,18,7330,0,,,,3,0,3,,,,,,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,67.27965912,44.85310608,,,,,,,,,,,,,,,,,,,,0,,33.18217011,,22.12144674,,,3,33.18217011
3016,197828129,1978,Smith,15170,9215,4677,4538,,1744,,,14,7457,521.4286,,,,3,0,3,,,,,,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,66.10841781,44.07227854,,,,,,,,,,,,,,,,,,,,5658.476397,,32.55561584,,21.7037439,,,3,32.55561584
3017,197928129,1979,Smith,15046,9120,4638,4482,,1738,,,10,7372,521.1429,,,,3.8,0,3.6,,,,,,1.8,0,2.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,80.32128514,55.77867024,,,,,,,,,,,,,,,,,,,,5714.286184,,41.66666667,,19.73684211,,,3.8,41.66666667
3018,198028129,1980,Smith,15027,9122,4637,4485,,1778,,,10,7334,520.8572,,,,4.6,0,4.2,,,,,,1.6,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,93.64548495,66.88963211,,,,,,,,,,,,,,,,,,,,5709.901337,,50.42753782,,17.54001316,,,4.6,50.42753782
3019,198128129,1981,Smith,14812,9015,4578,4437,,1775,,,11,7229,520.5714,,,,5.4,0,4.8,,,,,,1.4,0,3.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,108.1812035,78.88212756,,,,,,,,,,,,,,,,,,,,5774.502496,,59.90016639,,15.52967277,,,5.4,59.90016639
3020,198228129,1982,Smith,14832,9050,4592,4458,,1786,,,11,7253,520.2857,,,,6.2,0,5.4,,,,,,1.2,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,121.1305518,89.72633468,,,,,,,,,,,,,,,,,,,,5749.01326,,68.50828729,,13.25966851,,,6.2,68.50828729
3021,198328129,1983,Smith,14787,9034,4573,4461,,1794,,,11,7229,520,,,,7,1,6,,,,,,1,0,4.5,6,0,0,0,0,0,,,,9,0,9,0,5,0,0,0,4,7,0,7,0,6,0,0,1,,0,0,0,0,,,,,,,,,,,,,,21.86748305,,0,,0,0,,134.4989913,100.8742434,,201.7484869,156.9154898,,,0,9090.909091,,55.33268779,,,278.7068004,334.4481605,,,,,,,5756.032765,,77.48505645,,11.06929378,99.62364401,77.48505645,7,77.48505645
3022,198428129,1984,Smith,14812,9064,4582,4482,,1811,,,12,7241,535.8,,,,7.6,1,7,,,,,,2.2,0,5,5,0,0,0,0,0,,,,10,0,10,0,6,0,0,0,4,7,,,0,5,0,0,2,,0,0,0,0,,,,,,,,,,,,,,21.82453077,,0,,0,,,156.1802767,111.5573405,,223.1146809,,,,0,16666.66667,,55.24098881,,,331.3086692,276.0905577,,,,,,,5911.29744,,83.84819064,,24.27184466,110.3265666,77.22859665,7.6,83.84819064
3023,198528129,1985,Smith,15220,9340,4725,4615,,1875,,,17,7448,551.6,,,,8.2,1,8,,,,,,3.4,0,5.5,4,0,0,0,0,0,,,,13,,,0,9,0,0,0,4,5,0,5,0,,0,0,5,,0,0,0,0,,,,,,,,,,,,,,21.16402116,,0,,,0,,173.347779,119.176598,,,108.3423619,,,0,29411.76471,,53.7056928,,,480,,,,,,,,5905.781585,,87.79443255,,36.40256959,139.1862955,53.53319058,8.2,87.79443255
3024,198628129,1986,Smith,15040,9272,4675,4597,,1872,,,18,7382,567.4,,,,8.8,1,9,,,,,,4.6,0,6,3,0,0,0,0,0,,,,11,,,0,7,0,0,0,4,6,0,6,0,,0,0,6,,0,0,0,0,14825,0,0,0,0,0,0,0,0,0,0,0,,21.39037433,,0,,,0,,195.7798564,130.5199043,,,130.5199043,,,0,33333.33333,,54.18585749,,,373.9316239,,,,,,,,6119.499569,,94.90940466,,49.61173425,118.6367558,64.71095772,8.8,94.90940466
3025,198728129,1987,Smith,15027,9307,4684,4623,,1899,,,18,7390,583.2,,,,9.4,1,10,,,,,,5.8,0,6.5,2,0,0,0,0,0,,,,19,,,0,12,0,0,0,7,12,,,0,9,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21.34927412,,0,,,,,216.3097556,140.6013411,,,,,,0,16666.66667,,94.72259811,,,631.9115324,473.9336493,,,,,,,6266.251209,,100.9992479,,62.31868486,204.1474159,128.9352101,9.4,100.9992479
3026,198828129,1988,Smith,15037,9344,4703,4641,,1923,,,18,7403,599,,,,10,1,11,,,,,,7,0,7,1,0,0,0,0,0,,,,16,,,0,11,0,0,0,5,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,21.2630236,,0,,,,,237.0178841,150.8295626,,,,,,0,,,67.54018641,,,572.0228809,,,,,,,,6410.530822,,107.0205479,,74.91438356,171.2328767,,10,107.0205479
3027,198928129,1989,Smith,14944,9307,4676,4631,,1928,,,19,7360,484,,,,9,1,15,,,,,,4,0,4,1.2,0,0,0,0,0,,,,16,,,0,9,0,0,0,7,6,0,6,0,4,0,0,2,,0,0,0,0,,,,,,,,,,,,,,21.38579983,,0,,,0,,323.9041244,86.37443317,,,129.5616498,,,0,10526.31579,,95.10869565,,,466.8049793,207.4688797,,,,,,,5200.386806,,96.70140754,,42.97840335,171.9136134,64.46760503,9,96.70140754
3028,199028129,1990,Smith,14776,9288,4667,4621,3,1919,27,7,,7332,526,,,,8,1,7,0,4,0,0,3,6,0,6,1.4,0,0,0,0,0,,,,16,,,0,7,0,0,0,9,7.5,0,7.5,0,5,0,0,2.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42704093,,0,,,0,,151.4823631,129.8420255,,,162.3025319,0,0,,,40.91653028,122.7495908,,208.4418968,364.7733194,260.552371,0,0,0,0,0,0,5663.221361,,86.13264427,,64.5994832,172.2652885,80.74935401,8,86.13264427
3029,199128129,1991,Smith,14778,9303,4666,4637,3,1949,25,7,,7319,480,,,,10,1,13,0,9,0,0,5,13,1,12,1.6,0,0,0,0,0,,,,15,0,15,0,8,0,0,0,7,9,0,9,0,6,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43163309,,21.43163309,,0,0,,280.3536769,258.7880095,,323.4850119,194.0910071,0,0,,,68.31534363,95.64148108,,461.7752694,410.4669061,307.8501796,0,0,0,0,0,0,5159.625927,,107.4922068,,139.7398689,161.2383102,96.74298613,10,107.4922068
3030,199228129,1992,Smith,14896,9342,4689,4653,3,1980,28,7,,7324,504.7321,,,,18,2,16,0,12,0,0,6,3,0,3,1.8,0,0,0,0,0,,,,15,,,0,8,0,0,0,7,10,,,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6530177,,0,,,,,343.8641737,64.47453256,,,,0,0,,,81.92244675,95.57618788,54.6149645,606.0606061,404.040404,303.030303,0,0,0,0,0,0,5402.827018,,192.6782274,,32.11303789,160.5651895,107.0434596,18,192.6782274
3031,199328129,1993,Smith,15164,9512,4759,4753,3,2030,29,7,,7443,529.4643,,,,16,1,15,0,15,0,0,5,9,0,9,2,0,0,0,0,0,,,,15,,,0,6,0,0,0,9,12,,,0,,0,0,3,9,0,0,0,0,,,,,,,,,,,,,0,21.01281782,,0,,,,,315.5901536,189.3540922,,,,0,0,,,67.17721349,120.9189843,120.9189843,738.9162562,295.5665025,,0,0,0,0,0,0,5566.277334,,168.2085786,,94.61732548,157.6955425,126.156434,16,168.2085786
3032,199428129,1994,Smith,15191,9547,4777,4770,3,2056,29,7,,7452,554.1964,,,,16.66667,1.25,15.5,0,14.33333,0,0,5.333333,9.416667,0,9.416667,3.833333,0,0,0,0,0,,,,17,,,0,6,0,0,0,11,6,,,0,,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.16705045,,0,,,,,324.9475891,197.4144025,,,,0,0,,,71.56914922,147.6113795,,697.1464008,291.8287938,,0,0,0,0,0,0,5804.927202,,174.574945,,98.63482769,178.0664083,62.84696763,16.66667,174.574945
3033,199528129,1995,Smith,15366,9678,4845,4833,3,2103,29,6,,7537,578.9286,,,,17.33333,1.5,16,0,13.66667,0,0,5.666667,9.833333,0,9.833333,5.666667,0,0,0,0,0,,,,18,,,0,9,0,0,0,9,11,0,11,0,8,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.95975232,,0,,,0,,331.0573143,203.4623008,,,227.6019036,0,0,,,75.18464906,119.4109062,,649.8654303,427.9600571,380.4089396,0,0,0,0,0,0,5981.903286,,179.1003306,,101.6050114,185.9888407,113.6598471,17.33333,179.1003306
3034,199628129,1996,Smith,15488,9799,4901,4898,4,2144,33,6,,7612,603.6607,,,,18,1.75,16.5,0,13,0,0,6,10.25,0,10.25,7.5,0,0,0,0,0,,,,20,,,0,12,0,0,0,8,11,,,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.70699857,,0,,,,,336.8721927,209.2690894,,,,0,0,,,78.82291119,105.0972149,78.82291119,606.3432836,559.7014925,233.2089552,0,0,0,0,0,0,6160.431677,,183.6922135,,104.6025105,204.1024594,112.2563527,18,183.6922135
3035,199728129,1997,Smith,15700,9942,4971,4971,4,2190,35,6,,7707,628.3928,,,,18.66667,2,17,0,12.33333,0,0,6.333333,10.66667,0,10.66667,9.333333,0,0,0,0,0,,,,25,,,0,13,0,0,0,12,24,,,0,15,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.23335345,,0,,,,,341.9835043,214.5779521,,,,0,0,,,82.17637213,155.702608,116.776956,563.1657534,593.6073059,684.9315068,0,0,0,0,0,0,6320.587407,,187.755683,,107.2889761,251.4584591,241.4001207,18.66667,187.755683
3036,199828129,1998,Smith,15846,10042,5039,5003,4,2222,40,6,,7770,653.125,,,,19.33333,2.25,17.5,0,11.66667,0,0,6.666667,11.08333,0,11.08333,11.16667,0,0,0,0,0,,,,35,,,0,23,0,0,0,12,32,,,0,20,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.65171661,,0,,,,,349.7901259,221.5336798,,,,0,0,,,85.80009009,154.4401544,154.4401544,525.0526553,1035.10351,900.090009,0,0,0,0,0,0,6503.933479,,192.5246963,,110.3697471,348.5361482,318.6616212,19.33333,192.5246963
3037,199928129,1999,Smith,16097,10204,5120,5084,4,2273,41,5,,7881,677.8571,,,,20,2.5,18,0,11,0,0,7,11.5,0,11.5,13,0,0,0,0,0,,,,37,0,37,0,21,0,0,0,16,11,0,11,0,9,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.828125,,0,,0,0,,354.0519276,226.1998426,,727.7734068,216.3650669,0,0,,,88.82121558,203.0199213,,483.941927,923.8891333,395.9524857,0,0,0,0,0,0,6643.052724,,196.001568,,112.7009016,362.6029008,107.8008624,20,196.001568
3038,200028129,2000,Smith,16182,10262,5142,5120,13,2296,61,12,,7880,677.8571,684,116,568,21.33333,2.75,18.66667,0,10.5,0,0,8,11.91667,0,11.91667,11.66667,0,0,0,0,0,18,1,17,39.08333333,,,0,21.66666667,0,0,0,17.41666667,27,,,0,14,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.48113574,2255.931544,0,19.44768573,,,11093.75,364.5833984,232.7474609,332.03125,,,0,0,,,101.5228426,221.0236887,164.9746193,457.3170732,943.6701511,609.7560976,0,0,0,0,0,0,6605.506724,6665.367375,207.8866693,175.4044046,116.1242448,380.854934,263.1066069,21.33333,207.8866693
3039,200128129,2001,Smith,16181,10283,5149,5134,13,2365,67,12,,7826,677.8571,785,101,684,22.66667,3,19.33333,0,10,0,0,9,12.33333,0,12.33333,10.33333,0,0,0,0,0,21,1,21,41.16666667,,,0,22.33333333,0,0,0,18.83333333,16,0,16,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.26374053,1961.545931,0,19.42124684,,0,13322.94507,376.5744059,240.2284768,409.0377873,,311.6478379,0,0,,,115.0012778,240.650822,115.0012778,422.832981,944.3269907,295.9830867,0,0,0,0,0,0,6592.016921,7633.958961,220.4285714,204.2205582,119.9390256,400.337126,155.5966158,22.66667,220.4285714
3040,200228129,2002,Smith,16077,10234,5118,5116,14,2363,73,13,,7771,677.8571,814,141,673,24,3.25,20,0,9.5,0,0,10,12.75,0,12.75,9,0,0,0,0,0,21,1,20,43.25,,,0,23,0,0,0,20.25,22,,,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.50136772,2754.982415,0,19.53888238,,,13154.80844,390.9304144,249.2181392,390.9304144,,,0,0,,,128.6835671,260.5842234,167.2886372,402.0313161,973.3389759,380.8717732,0,0,0,0,0,0,6623.579246,7953.879226,234.5124096,205.1983584,124.5847176,422.6109048,214.9697088,24,234.5124096
3041,200328129,2003,Smith,16070,10266,5171,5095,14,2401,82,14,,7755,677.8571,1200,138,640,25.33333,3.5,20.66667,0,9,0,0,11,13.16667,0,13.16667,7.666667,0,0,0,0,0,27,2,27,45.33333333,,,0,23.66666667,0,0,0,21.66666667,12,,,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.68516728,2668.729453,0,38.67723845,,,12561.33464,405.6264966,258.4233562,529.9313052,,,0,0,,,141.8439716,279.3896411,77.36943907,374.8438151,985.7004027,249.8958767,0,0,0,0,0,0,6602.932983,11689.07072,246.7692383,263.0040912,128.255114,441.587116,116.8907072,25.33333,246.7692383
3042,200428129,2004,Smith,16126,10274,5154,5120,14,2375,89,19,,7777,677.8571,720,135,608,26.66667,3.75,21.33333,0,8.5,0,0,12,13.58333,0,13.58333,6.333333,0,0,0,0,0,28,2,28,47.41666667,,,0,24.33333333,0,0,0,23.08333333,13.5,,,0,7.375,0,0,0,7.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.75902212,2619.324796,0,38.8048118,,,11875,416.6666016,265.2994141,546.875,,,0,0,,,154.3011444,296.8153958,94.83091166,357.8947368,1024.561403,310.5263158,0,0,0,0,0,0,6597.791513,7007.981312,259.5548959,272.5326066,132.2107261,461.5209915,131.3996496,26.66667,259.5548959
3043,200528129,2005,Smith,16332,10424,5247,5177,9,2466,104,11,,7834,677.8571,720,132,575,28,4,22,0,8,0,1,13,14,0,14,5,0,0,0,0,0,28,2,28,49.5,,,0,25,0,0,0,24.5,15,,,0,8.75,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2340385,2515.72327,0,38.11701925,,,11106.81862,424.9565385,270.4268882,540.8537763,,,0,0,,,165.943324,312.7393413,111.6926219,324.4120032,1013.78751,354.8256285,0,0,0,9090.909091,0,0,6502.850153,6907.137375,268.6108979,268.6108979,134.305449,474.8656946,143.8986953,28,268.6108979
3044,200628129,2006,Smith,16427,10499,5279,5220,11,2486,109,13,,7880,677.8571,671,129,542,29.25,4.25,23.25,0,9,0,1,14.125,14,0,14,5,0,0,0,0,0,25,3,22,51.58333333,,,0,25.66666667,0,0,0,25.91666667,16.5,,,0,10.125,0,0,0,10.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.50767191,2443.64463,0,56.82894488,,,10383.14176,445.4022989,268.1992337,421.4559387,,,0,0,,,179.251269,328.891709,128.4898477,362.0273532,1032.448378,407.2807723,0,0,0,7692.307692,0,0,6456.3968,6391.084865,278.5979617,238.117916,133.346033,491.3166333,157.1578246,29.25,278.5979617
3045,200728129,2007,Smith,16462,10499,5281,5218,12,2485,117,12,,7873,677.8571,757,111,646,30.5,4.5,24.5,0,10,0,1,15.25,14,0,14,5,0,0,0,0,0,20,2,18,53.66666667,,,0,26.33333333,0,0,0,27.33333333,18,,,0,11.5,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.21113425,2101.874645,0,37.87161522,,,12380.22231,469.528555,268.3020314,344.9597547,,,0,0,,,193.6999873,347.1781193,146.0688429,402.4144869,1059.691482,462.77666,0,0,0,8333.333333,0,0,6456.3968,7210.210496,290.5038575,190.4943328,133.346033,511.159793,171.4448995,30.5,290.5038575
3046,200828129,2008,Smith,16345,10424,5269,5155,11,2450,124,15,,7824,677.8571,865,150,715,31.75,4.75,25.75,0,11,0,1,16.375,14,0,14,5,0,0,0,0,0,26,3,23,55.75,,,0,27,0,0,0,28.75,19.5,,,0,12.875,0,0,0,12.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.14993357,2846.840008,0,56.93680015,,,13870.0291,499.5150339,271.5809893,446.1687682,,,0,0,,,209.2919223,367.4591002,164.557771,448.9795918,1102.040816,525.5102041,0,0,0,6666.666667,0,0,6502.850153,8298.158097,304.5855718,249.4244052,134.305449,534.8234843,187.0683039,31.75,304.5855718
3047,200928129,2009,Smith,16520,10510,5296,5214,12,2496,127,14,,7861,677.8571,601,68,533,33,5,27,0,12,0,1,17.5,14,0,14,5,0,0,0,0,0,31,1,30,57.83333333,,,0,27.66666667,0,0,0,30.16666667,21,,,0,14.25,0,0,0,14.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.41087613,1283.987915,0,18.88217523,,,10222.47794,517.8365938,268.5078634,575.3739931,,,0,0,,,222.6179875,383.7510071,181.274647,480.7692308,1108.440171,570.9134615,0,0,0,7142.857143,0,0,6449.639391,5718.363463,313.9866794,294.9571836,133.20647,550.2695845,199.809705,33,313.9866794
3048,201028129,2010,Smith,16493,10477,5288,5189,12,2460,130,14,,7861,677.8571,671,63,608,34.25,5.25,28.25,0,13,0,1,18.625,14,0,14,5,0,0,0,0,0,34,2,32,59.91666667,,,0,28.33333333,0,0,0,31.58333333,22.5,,,0,15.625,0,0,0,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.28139183,1191.376702,0,37.8214826,,,11717.09385,544.4208903,269.8015032,616.6891501,,,0,0,,,236.9291439,401.7724632,198.7660603,528.4552846,1151.761517,635.1626016,0,0,0,7142.857143,0,0,6469.954185,6404.505106,326.9065572,324.520378,133.626038,571.8876269,214.7561325,34.25,326.9065572
3049,201128129,2011,Smith,16503,10462,5286,5176,13,2472,132,12,,7833,677.8571,671,63,608,35.5,5.5,29.5,0,14,0,1,19.75,14,0,14,5,0,0,0,0,0,41,5,36,62,,,0,29,0,0,0,33,24,,,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0484298,1191.827469,0,94.58948165,,,11746.52241,569.9381762,270.4791345,695.5177743,,,0,0,,,252.1383889,421.2945232,217.0305119,566.3430421,1173.139159,687.7022654,0,0,0,8333.333333,0,0,6479.230549,6413.687631,339.3232652,391.8944752,133.8176257,592.6209138,229.401644,35.5,339.3232652
3050,201228129,2012,Smith,16531,10429,5282,5147,14,2477,141,15,,7782,677.8571,671,63,608,36.75,5.75,30.75,0,15,0,1,20.875,14,0,14,5,0,0,0,0,0,7,1,6,52,4,48,0,23,0,0,0,29,27,6,21,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.8602802,1192.730027,0,18.93222264,75.72889057,113.5933359,11812.70643,597.4353993,272.0031086,116.5727608,932.5820867,408.0046629,0,0,,,268.2472372,372.6548445,192.7525058,605.5712556,928.5425918,484.4570044,0,0,0,6666.666667,0,0,6499.732477,6433.982165,352.3827788,67.12052929,134.2410586,498.6096462,258.8934701,36.75,352.3827788
3051,201328129,2013,Smith,16342,10269,5205,5064,16,2440,144,17,,7652,677.8571,671,63,608,38,6,32,0,16,0,1,22,14,0,14,5,0,0,0,0,0,38,6,32,48,,,0,22,0,0,0,26,25,,,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.2737752,1210.37464,0,115.2737752,,,12006.31912,631.9115324,276.4612954,631.9115324,,,0,0,,,287.5065342,339.7804496,196.0271824,655.7377049,901.6393443,409.8360656,0,0,0,5882.352941,0,0,6601.003993,6534.229234,370.0457688,370.0457688,136.3326517,467.4262343,243.4511637,38,370.0457688
3052,201428129,2014,Smith,16233,10215,5216,4999,14,2462,155,16,,7568,677.8571,,,,38,6,32,0,16,0,1,22,14,0,14,5,0,0,0,0,0,,,,34,,,0,16,0,0,0,18,23,,,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0306748,,0,,,,,640.1280256,280.0560112,,,,0,0,,,290.6976744,237.8435518,184.9894292,649.8781478,649.8781478,365.5564582,0,0,0,6250,0,0,6635.899168,,372.0019579,,137.0533529,332.8438571,225.1590798,38,372.0019579
3053,201528129,2015,Smith,16211,10151,5198,4953,15,2471,158,16,,7491,677.8571,,,,38,6,32,0,16,0,1,22,14,0,14,5,0,0,0,0,0,,,,35,,,0,14,0,0,0,21,22,5,17,0,7,0,0,0,15,0,0,0,0,,,,,,,,,,,,,0,115.4290112,,0,,,96.19084263,,646.073087,282.6569756,,,343.2263275,0,0,,,293.6857562,280.3364037,200.2402883,647.5111291,566.572238,283.286119,0,0,0,6250,0,0,6677.737169,,374.3473549,,137.9174466,344.7936164,216.727416,38,374.3473549
3054,201628129,2016,Smith,16077,10062,5157,4905,15,2422,172,16,,7437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,197028131,1970,Stone,8180,4988,2484,2504,,985,,,8,3995,0,,,,7,0,7,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,279.5527157,0,,,,,,,,,,,,,,,,,,,,0,,140.3368083,,0,,,7,140.3368083
3056,197128131,1971,Stone,8504,5224,2591,2633,,1028,,,9,4187,0,,,,6.875,0,6.75,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,256.3615648,0,,,,,,,,,,,,,,,,,,,,0,,131.6041348,,0,,,6.875,131.6041348
3057,197228131,1972,Stone,8445,5208,2579,2629,,1027,,,10,4171,0,,,,6.75,0,6.5,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,247.2422975,0,,,,,,,,,,,,,,,,,,,,0,,129.6082949,,0,,,6.75,129.6082949
3058,197328131,1973,Stone,8780,5466,2701,2765,,1078,,,12,4376,0,,,,6.625,0,6.25,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,226.039783,0,,,,,,,,,,,,,,,,,,,,0,,121.2038053,,0,,,6.625,121.2038053
