yfips,year,fips,state,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime
200028067,2000,28067,MS,Jones County,64993,42096,21335,20761,134,10718,1024,173,,30047,rural,South,East South Central,257,29860,694.814,3304.286,1650,150,1500,133.3333,6.666667,120.8333,0,66.58334,8.714286,0,21.25,82.5,5,77.5,5.833333,0,7.352941,0,0,0,145,20,125,247.333333333,11.6666666667,235.666666667,0,179.666666667,,,1.5,66.1666666667,116,10,106,0,70,0,0,0,46,0,0,0,0,61493,3002,221,2781,9,35,87,90,557,2059,157,8
200128067,2001,28067,MS,Jones County,64855,41948,21278,20670,150,10686,1157,173,,29782,rural,South,East South Central,257,29860,694.814,3373.428,1650,150,1500,131.6667,6.333333,119.6667,0,69.66666,9.571428,0,22,88,5,83,5.666667,0,7.882353,0,0,0,132,12,120,257.666666667,12.3333333333,245.333333333,0,185.333333333,,,2,70.3333333333,182,27,155,0,128,,0,2,52,0,0,0,0,60989,3013,281,2732,10,34,48,189,605,1989,133,5
200228067,2002,28067,MS,Jones County,64916,42084,21348,20736,161,10847,1290,170,,29616,rural,South,East South Central,257,29860,694.814,3442.572,1650,150,1500,130,6,118.5,0,72.75,10.42857,0,22.75,93.5,5,88.5,5.5,0,8.411765,0,0,0,130,10,120,268,13,255,0,191,,,2.5,74.5,178,26,152,0,109,,0,2,67,0,0,0,0,18568,1924,164,1760,1,10,63,90,271,1424,61,4
200328067,2003,28067,MS,Jones County,64913,42070,21310,20760,166,10956,1383,166,,29399,rural,South,East South Central,257,29860,694.814,3511.714,1635,266,1369,128.3333,5.666667,117.3333,0,75.83334,11.28571,0,23.5,99,5,94,5.333333,0,8.941176,0,0,0,134,4,130,278.333333333,13.6666666667,264.666666667,0,196.666666667,,,3,78.6666666667,133,16,117,0,88,0,0,0,45,0,0,0,0,18136,1818,119,1699,5,30,47,37,265,1403,22,9
200428067,2004,28067,MS,Jones County,65296,42364,21439,20925,176,11242,1500,164,,29282,rural,South,East South Central,257,29860,694.814,3580.857,1040,260,780,126.6667,5.333333,116.1667,0,78.91666,12.14286,0,24.25,104.5,5,99.5,5.166667,0,9.470589,0,0,0,118,8,110,288.666666667,14.3333333333,274.333333333,0,202.333333333,3.08333333333,,0.416666666667,82.8333333333,136.625,15.25,118.5,0,88.625,,0,0.5,44.625,0,0,0,0,18180,2114,105,2009,7,15,41,42,225,1714,64,6
200528067,2005,28067,MS,Jones County,65871,42747,21611,21136,187,11448,1660,161,,29291,rural,South,East South Central,257,29860,694.814,3650,1070,270,800,125,5,115,0,82,13,0,25,110,5,105,5,0,10,0,0,0,128,8,120,299,15,284,0,208,3.5,,0.5,87,140.25,14.5,120,0,89.25,,0,1,44.25,0,0,0,0,19099,2112,375,1737,1,21,52,301,220,1441,70,6
200628067,2006,28067,MS,Jones County,66330,42920,21600,21320,210,11579,1908,173,,29050,rural,South,East South Central,257,29860,694.814,3652.2,1903,416,1487,134.2,7.7,122.2,0,83.9,12.3,0,33.7,119.7,5,105,5,0,10,0,0,0,150,13,150,309.333333333,15.6666666667,293.666666667,0,213.666666667,3.91666666667,,0.583333333333,91.1666666667,143.875,13.75,121.5,0,89.875,,0,1.5,43.875,0,0,0,0,18232,1718,183,1535,4,19,121,39,508,962,62,3
200728067,2007,28067,MS,Jones County,66760,43218,21766,21452,200,11901,2039,169,,28909,rural,South,East South Central,257,29860,694.814,3654.4,2736,563,2174,143.4,10.4,129.4,0,85.8,11.6,0,42.4,129.4,5,105,5,0,10,0,0,0,178,17,178,319.666666667,16.3333333333,303.333333333,0,219.333333333,4.33333333333,,0.666666666667,95.3333333333,147.5,13,123,0,90.5,,0,2,43.5,0,0,0,0,18437,1301,123,1178,4,22,62,35,415,686,77,0
200828067,2008,28067,MS,Jones County,67318,43273,21866,21407,206,12037,2084,155,,28791,rural,South,East South Central,257,29860,694.814,3656.6,3570,710,2860,152.6,13.1,136.6,0,87.7,10.9,0,51.1,139.1,5,105,5,0,10,0,0,0,187,22,165,330,17,313,0,225,4.75,,0.75,99.5,151.125,12.25,124.5,0,91.125,,0,2.5,43.125,0,0,0,0,62588,1810,147,1663,4,22,61,60,522,1073,63,5
200928067,2009,28067,MS,Jones County,67443,43217,21812,21405,218,12171,2145,177,,28506,rural,South,East South Central,257,29860,694.814,3658.8,4403,856,3547,161.8,15.8,143.8,0,89.6,10.2,0,59.8,148.8,5,105,5,0,10,0,0,0,152,18,134,340.333333333,17.6666666667,322.666666667,0,230.666666667,5.16666666667,,0.833333333333,103.666666667,154.75,11.5,126,0,91.75,,0,3,42.75,0,0,0,0,62236,1993,227,1766,4,50,99,74,588,1094,76,8
201028067,2010,28067,MS,Jones County,67761,43394,21990,21404,217,12356,2115,180,,28526,rural,South,East South Central,257,29860,694.814,3661,6000,500,5500,171,18.5,151,0,91.5,9.5,0,68.5,158.5,5,105,5,0,10,0,0,0,170,20,150,350.666666667,18.3333333333,332.333333333,0,236.333333333,5.58333333333,,0.916666666667,107.833333333,158.375,10.75,127.5,0,92.375,3.5,0,0,42.375,0,0,0,0,62582,2211,204,2007,3,48,56,97,697,1254,53,3
201128067,2011,28067,MS,Jones County,67797,43425,22028,21397,215,12414,2060,182,,28554,rural,South,East South Central,257,29860,694.814,3663.2,3409,674,2735,180.2,21.2,158.2,0,93.4,8.8,0,77.2,168.2,5,105,5,0,10,0,0,0,196,26,170,361,19,342,0,242,6,,1,112,162,10,129,0,93,4,0,0,42,0,0,0,0,62818,2306,160,2146,2,39,48,71,787,1314,42,3
201228067,2012,28067,MS,Jones County,67903,43379,22039,21340,221,12456,1838,188,,28676,rural,South,East South Central,257,29860,694.814,3665.4,3328,670,2658,189.4,23.9,165.4,0,95.3,8.1,0,85.9,177.9,5,105,5,0,10,0,0,0,191,26,165,395,25,370,0,248,6,,1,140,208,20,188,0,119,,0,2,87,0,0,0,0,63012,1971,157,1814,1,25,42,89,678,1107,26,3
201328067,2013,28067,MS,Jones County,68326,43464,22127,21337,218,12736,1709,186,,28615,rural,South,East South Central,257,29860,694.814,3667.6,3328,670,2658,198.6,26.6,172.6,0,97.2,7.4,0,94.6,187.6,5,105,5,0,10,0,0,0,191,26,165,363,21,342,0,224,,0,3,136,175,14,161,0,107,0,0,0,68,0,0,0,0,63508,1834,168,1666,2,22,42,102,627,1017,20,2
201428067,2014,28067,MS,Jones County,68862,43508,22131,21377,222,12976,1621,189,,28500,rural,South,East South Central,257,29860,694.814,3669.8,,,,207.8,29.3,179.8,0,99.1,6.7,0,103.3,197.3,5,105,5,0,10,0,0,0,,,,292,16,276,0,173,,0,3,116,168,17,151,0,95,5,0,0,68,0,0,0,0,63812,1844,143,1701,9,35,22,77,651,1016,27,7
201528067,2015,28067,MS,Jones County,68303,43014,21952,21062,220,12867,1539,189,,28199,rural,South,East South Central,257,29860,694.814,3672,,,,217,32,187,0,101,6,0,112,207,5,105,5,0,10,0,0,0,,,,344,23,321,0,200,,0,2,142,228,24,204,0,132,,0,1,95,0,0,0,0,,,,,,,,,,,,
201628067,2016,28067,MS,Jones County,68366,42922,21933,20989,222,13042,1555,199,,27904,rural,South,East South Central,257,29860,694.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197028069,1970,28069,MS,Kemper County,10223,5678,2853,2825,,2801,,,83,2794,rural,South,East South Central,268,32940,766.182,0,,,,3,0,3,,,,,,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197128069,1971,28069,MS,Kemper County,10220,5704,2865,2839,,2811,,,78,2815,rural,South,East South Central,268,32940,766.182,0,,,,2.923077,0,2.923077,,,,,,2.166667,0,2.166667,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197228069,1972,28069,MS,Kemper County,10257,5755,2894,2861,,2840,,,76,2839,rural,South,East South Central,268,32940,766.182,0,,,,2.846154,0,2.846154,,,,,,2.333333,0,2.333333,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197328069,1973,28069,MS,Kemper County,10427,5902,2972,2930,,2917,,,72,2913,rural,South,East South Central,268,32940,766.182,0,,,,2.769231,0,2.769231,,,,,,2.5,0,2.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197428069,1974,28069,MS,Kemper County,10404,5896,2978,2918,,2910,,,71,2915,rural,South,East South Central,268,32940,766.182,0,,,,2.692308,0,2.692308,,,,,,2.666667,0,2.666667,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197528069,1975,28069,MS,Kemper County,10414,5915,2992,2923,,2930,,,67,2918,rural,South,East South Central,268,32940,766.182,0,,,,2.615385,0,2.615385,,,,,,2.833333,0,2.833333,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197628069,1976,28069,MS,Kemper County,10799,6196,3136,3060,,3081,,,69,3046,rural,South,East South Central,268,32940,766.182,0,,,,2.538461,0,2.538461,,,,,,3,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197728069,1977,28069,MS,Kemper County,10424,5972,3031,2941,,2980,,,64,2928,rural,South,East South Central,268,32940,766.182,0,,,,2.461539,0,2.461539,,,,,,3.166667,0,3.166667,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197828069,1978,28069,MS,Kemper County,10262,5871,2982,2889,,2942,,,58,2871,rural,South,East South Central,268,32940,766.182,0,,,,2.384615,0,2.384615,,,,,,3.333333,0,3.333333,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10439,10,2,8,1,0,0,1,7,0,1,0
197928069,1979,28069,MS,Kemper County,10206,5848,2973,2875,,2942,,,56,2850,rural,South,East South Central,268,32940,766.182,0,,,,2.307692,0,2.307692,,,,,,3.5,0,3.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
198028069,1980,28069,MS,Kemper County,10166,5838,2972,2866,,2968,,,56,2814,rural,South,East South Central,268,32940,766.182,0,,,,2.230769,0,2.230769,,,,,,3.666667,0,3.666667,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8941,20,8,12,2,2,2,2,2,4,4,2
198128069,1981,28069,MS,Kemper County,10300,5949,3033,2916,,3052,,,65,2832,rural,South,East South Central,268,32940,766.182,0,,,,2.153846,0,2.153846,,,,,,3.833333,0,3.833333,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10169,125,11,114,1,1,1,8,94,18,1,1
198228069,1982,28069,MS,Kemper County,10221,5928,3024,2904,,3071,,,71,2786,rural,South,East South Central,268,32940,766.182,0,,,,2.076923,0,2.076923,,,,,,4,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10254,199,13,186,0,0,2,11,146,33,2,5
198328069,1983,28069,MS,Kemper County,10451,6078,3105,2973,,3175,,,81,2822,rural,South,East South Central,268,32940,766.182,320,,,,2,0,2,,,,,,4.166667,0,4.166667,0,0,0,0,0,0,,,,12,0,12,0,12,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,10398,94,9,85,1,0,2,6,78,6,1,0
198428069,1984,28069,MS,Kemper County,10412,6076,3107,2969,,3196,,,87,2793,rural,South,East South Central,268,32940,766.182,320,,,,2.4,0,3,,,,,,4.333333,0,4.333333,0,0,0,0,0,0,,,,8,0,8,0,8,0,0,0,0,10,,,0,10,0,0,0,0,0,0,0,0,10236,139,43,96,0,2,11,30,86,8,1,1
198528069,1985,28069,MS,Kemper County,10377,6075,3114,2961,,3216,,,95,2764,rural,South,East South Central,268,32940,766.182,320,,,,2.8,0,4,,,,,,4.5,0,4.5,0,0,0,0,0,0,,,,17,,,0,15,0,0,2,,20,,,0,18,0,0,2,,0,0,0,0,1112,6,0,6,0,0,0,0,0,0,6,0
198628069,1986,28069,MS,Kemper County,10446,6160,3155,3005,,3294,,,101,2765,rural,South,East South Central,268,32940,766.182,320,,,,3.2,0,5,,,,,,4.666667,0,4.666667,0,0,0,0,0,0,,,,14,,,0,10,0,0,0,4,11,0,11,0,7,0,0,0,4,0,0,0,0,1112,0,0,0,0,0,0,0,0,0,0,0
198728069,1987,28069,MS,Kemper County,10763,6388,3274,3114,,3441,,,107,2840,rural,South,East South Central,268,32940,766.182,320,,,,3.6,0,6,,,,,,4.833333,0,4.833333,0,0,0,0,0,0,,,,10,0,10,0,10,0,0,0,0,8,0,8,0,6,0,0,2,,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,0,0
198828069,1988,28069,MS,Kemper County,10422,6218,3192,3026,,3385,,,115,2718,rural,South,East South Central,268,32940,766.182,320,,,,4,0,7,,,,,,5,0,5,0,0,0,0,0,0,,,,17,,,0,16,0,0,1,,13,,,0,12,0,0,1,,0,0,0,0,1011,0,0,0,0,0,0,0,0,0,0,0
198928069,1989,28069,MS,Kemper County,10381,6222,3201,3021,,3407,,,125,2690,rural,South,East South Central,268,32940,766.182,333.5714,,,,4.8,0,7.2,,,,,,5.363636,0,5.363636,0,0,0,0,0,0,,,,15,0,15,0,14,0,0,1,,7,0,7,0,6,0,0,1,,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0,0
199028069,1990,28069,MS,Kemper County,10334,6269,3239,3030,1,3453,12,122,,2681,rural,South,East South Central,268,32940,766.182,347.1429,,,,5.6,0,7.4,0,6.454545,0,0,2.909091,5.727273,0,5.727273,0,0,0,0,0,0,,,,19,0,19,0,18,0,0,1,,8,,,0,6.5,0,0,1.5,,0,0,0,0,1073,3,1,2,0,1,0,0,2,0,0,0
199128069,1991,28069,MS,Kemper County,10326,6290,3235,3055,1,3476,12,110,,2691,rural,South,East South Central,268,32940,766.182,360.7143,,,,6.4,0,7.6,0,7.181818,0,0,3.363636,6.090909,0,6.090909,0,0,0,0,0,0,,,,20,,,0,17,0,0,3,,9,,,0,7,0,0,2,,0,0,0,0,1080,0,0,0,0,0,0,0,0,0,0,0
199228069,1992,28069,MS,Kemper County,10198,6217,3194,3023,1,3475,8,113,,2620,rural,South,East South Central,268,32940,766.182,374.2857,,,,7.2,0,7.8,0,7.909091,0,0,3.818182,6.454545,0,6.454545,0,0,0,0,0,0,,,,24,,,0,19,0,0,0,5,16,,,0,12,0,,4,,0,0,0,0,1089,0,0,0,0,0,0,0,0,0,0,0
199328069,1993,28069,MS,Kemper County,10305,6338,3250,3088,1,3555,10,126,,2646,rural,South,East South Central,268,32940,766.182,387.8571,,,,8,0,8,0,8.636364,0,0,4.272727,6.818182,0,6.818182,0,0,0,0,0,0,,,,23,,,0,20,0,0,3,,18,0,18,0,16,0,0,2,,0,0,0,0,,,,,,,,,,,,
199428069,1994,28069,MS,Kemper County,10292,6370,3260,3110,1,3593,8,123,,2645,rural,South,East South Central,268,32940,766.182,401.4286,,,,9.833333,0,10,0,9.363636,0,0,4.727273,7.181818,0,7.181818,0,0,0,0,0,0,,,,27,,,0,23,0,0,0,4,10,0,10,0,9,0,0,1,,0,0,0,0,1070,81,8,73,0,1,2,5,18,50,5,0
199528069,1995,28069,MS,Kemper County,10438,6552,3349,3203,1,3725,10,119,,2697,rural,South,East South Central,268,32940,766.182,415,,,,11.66667,0,12,0,10.09091,0,0,5.181818,7.545455,0,7.545455,0,0,0,0,0,0,,,,21,,,0,18,0,0,3,,11,,,0,9,0,0,2,,0,0,0,0,9322,128,23,105,1,2,2,18,50,49,5,1
199628069,1996,28069,MS,Kemper County,10469,6619,3384,3235,1,3784,9,124,,2701,rural,South,East South Central,268,32940,766.182,428.5714,,,,13.5,0,14,0,10.81818,0,0,5.636364,7.909091,0,7.909091,0,0,0,0,0,0,,,,25,,,0,19,0,0,0,6,20,0,20,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199728069,1997,28069,MS,Kemper County,10457,6649,3400,3249,1,3818,10,122,,2698,rural,South,East South Central,268,32940,766.182,442.1429,,,,15.33333,0,16,0,11.54545,0,0,6.090909,8.272727,0,8.272727,0,0,0,0,0,0,,,,27,,,0,21,0,0,0,6,17,,,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199828069,1998,28069,MS,Kemper County,10606,6780,3459,3321,1,3912,10,129,,2728,rural,South,East South Central,268,32940,766.182,455.7143,,,,17.16667,0,18,0,12.27273,0,0,6.545455,8.636364,0,8.636364,0,0,0,0,0,0,,,,42,4,38,0,33,0,0,0,9,37,,,0,30,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199928069,1999,28069,MS,Kemper County,10533,6747,3446,3301,1,3905,9,136,,2696,rural,South,East South Central,268,32940,766.182,469.2857,,,,19,0,20,0,13,0,0,7,9,0,9,11,0,0,0,0,0,,,,36,,,0,25,0,0,0,11,26,,,0,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200028069,2000,28069,MS,Kemper County,10443,6709,3420,3289,9,3866,49,139,,2646,rural,South,East South Central,268,32940,766.182,542.2857,856,84,772,79.25,0,90,0,77.25,0,0,12.75,10,0,9.8,73.75,0,0,0,0,0,211,1,210,36.5,,,0,25.8333333333,0,,0.0833333333333,10.5833333333,23,,,0,18,0,0,0,5,0,0,0,0,9481,172,25,147,1,2,3,19,62,74,9,2
200128069,2001,28069,MS,Kemper County,10712,6906,3503,3403,9,3971,47,158,,2721,rural,South,East South Central,268,32940,766.182,615.2857,856,84,772,139.5,0,160,0,141.5,0,0,18.5,11,0,10.6,136.5,0,0,0,0,0,242,1,242,37,,,0,26.6666666667,0,,0.166666666667,10.1666666667,15,,,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200228069,2002,28069,MS,Kemper County,10635,6870,3469,3401,8,3978,44,170,,2670,rural,South,East South Central,268,32940,766.182,688.2857,664,61,603,199.75,0,230,0,205.75,0,0,24.25,12,0,11.4,199.25,0,0,0,0,0,406,1,405,37.5,,,0,27.5,0,,0.25,9.75,15,,,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200328069,2003,28069,MS,Kemper County,10623,6831,3445,3386,9,3928,52,182,,2660,rural,South,East South Central,268,32940,766.182,761.2857,1475,50,425,260,0,300,0,270,0,0,30,13,0,12.2,262,0,0,0,0,0,536,1,535,38,,,0,28.3333333333,0,,0.333333333333,9.33333333333,20,0,20,0,15,0,0,0,5,0,0,0,0,961,0,0,0,0,0,0,0,0,0,0,0
200428069,2004,28069,MS,Kemper County,10648,6827,3460,3367,9,3950,48,181,,2639,rural,South,East South Central,268,32940,766.182,834.2857,1761,10,1751,280,3,286,0,246,0,2,41,14,1,13,250,1,0,0,0,0,542,2,540,38.5,,,0,29.1666666667,0,,0.416666666667,8.91666666667,20.625,,,0,15.25,0,,0.125,4.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200528069,2005,28069,MS,Kemper County,10551,6754,3434,3320,7,3957,43,189,,2558,rural,South,East South Central,268,32940,766.182,782.1428,751,53,698,278,2,283,0,243,0,2,42,14,2,12,265,0,0,0,0,0,335,3,332,39,,,0,30,0,,0.5,8.5,21.25,,,0,15.5,0,,0.25,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200628069,2006,28069,MS,Kemper County,10533,6772,3426,3346,7,3997,35,208,,2525,rural,South,East South Central,268,32940,766.182,208.5714,832,44,788,275,1.5,280,0,228,0,2,52,19.5,1.5,18,280,0,0,0,0,0,319,1,318,39.5,,,0,30.8333333333,0,,0.583333333333,8.08333333333,21.875,,,0,15.75,0,,0.375,3.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200728069,2007,28069,MS,Kemper County,10486,6774,3425,3349,7,4083,29,219,,2436,rural,South,East South Central,268,32940,766.182,521.4285,976,37,939,290,1,319,0,264,1,2,55,25,1,24,280,0,0,0,0,0,321,2,319,40,,,0,31.6666666667,0,,0.666666666667,7.66666666667,22.5,,,0,16,0,,0.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200828069,2008,28069,MS,Kemper County,10392,6697,3373,3324,8,4082,30,235,,2342,rural,South,East South Central,268,32940,766.182,834.2857,964,44,920,321,2,325,0,252,1.5,2,73,33,2,31,280,0,0,0,0,0,286,6,280,40.5,,,0,32.5,0,,0.75,7.25,23.125,,,0,16.25,0,,0.625,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200928069,2009,28069,MS,Kemper County,10526,6838,3426,3412,9,4236,29,238,,2326,rural,South,East South Central,268,32940,766.182,1042.857,891,122,769,329,1,306,0,247,2,2,58,43,1,42,280,0,0,0,0,0,342,23,319,41,,,0,33.3333333333,0,,0.833333333333,6.83333333333,23.75,,,0,16.5,0,,3.5,,0,0,0,0,9920,112,9,103,1,0,1,7,51,46,6,0
201028069,2010,28069,MS,Kemper County,10461,6813,3409,3404,9,4238,29,247,,2290,rural,South,East South Central,268,32940,766.182,573.5714,778,86,692,345,61,285,0,250,1,2,95,22,1,42,280,0,0,0,0,0,343,62,281,41.5,,,0,34.1666666667,0,,0.916666666667,6.41666666667,24.375,,,0,16.75,0,,3.25,,0,0,0,0,10456,46,8,38,2,0,1,5,12,20,1,5
201128069,2011,28069,MS,Kemper County,10471,6838,3396,3442,9,4263,31,240,,2295,rural,South,East South Central,268,32940,766.182,573.5714,831,102,729,344,61,280,0,244,3,2,94,23,1,42,280,0,0,0,0,0,384,61,323,42,,,0,35,0,,1,6,25,,,0,17,0,,3,,0,0,0,0,9328,56,2,54,0,0,0,2,27,18,4,5
201228069,2012,28069,MS,Kemper County,10308,6747,3325,3422,12,4229,36,240,,2230,rural,South,East South Central,268,32940,766.182,886.4286,920,111,809,371,63,343,0,292,2,2,112,24,1,42,280,0,0,0,1,1,401,60,341,47,,,0,38,0,,1,8,23,,,0,18,0,,1,4,0,0,0,0,9038,49,4,45,0,1,0,3,28,13,4,0
201328069,2013,28069,MS,Kemper County,10411,6802,3349,3453,9,4291,38,230,,2234,rural,South,East South Central,268,32940,766.182,1121.072,1253,108,1145,403,33.5,379,0,300.5,2.333333,2,111,39,1,42,280,0,0,0,1,0,421,18,403,51,,,0,41,0,,1,9,13,0,13,0,10,0,0,3,,0,0,0,0,9180,97,4,93,0,0,0,4,49,36,8,0
201428069,2014,28069,MS,Kemper County,10317,6692,3278,3414,9,4225,43,240,,2175,rural,South,East South Central,268,32940,766.182,1355.714,,,,435,4,415,0,309,2.666667,2,110,54,1,42,280,0,0,0,1,0,,,,47,,,0,41,0,,1,5,15,,,0,13,0,0,2,,0,0,0,0,9133,86,9,77,0,0,1,8,35,36,6,0
201528069,2015,28069,MS,Kemper County,10248,6676,3283,3393,9,4221,54,232,,2160,rural,South,East South Central,268,32940,766.182,985,,,,359,3,367,0,254,3,2,113,32,1,42,280,0,0,0,1,0,,,,47,5,42,0,42,0,,1,4,22,,,0,17,0,0,0,5,0,0,0,0,,,,,,,,,,,,
201628069,2016,28069,MS,Kemper County,10010,6492,3184,3308,13,4137,58,230,,2054,rural,South,East South Central,268,32940,766.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197028081,1970,28081,MS,Lee County,46569,28306,14729,13577,,5248,,,15,23043,rural,South,East South Central,166,46180,449.951,0,,,,32,1,36,,,,,,23,0,21,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197128081,1971,28081,MS,Lee County,48259,29484,15314,14170,,5452,,,19,24013,rural,South,East South Central,166,46180,449.951,0,,,,34.875,1,38.25,,,,,,22.625,0,19.625,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197228081,1972,28081,MS,Lee County,49230,30259,15687,14572,,5604,,,24,24631,rural,South,East South Central,166,46180,449.951,0,,,,37.75,1,40.5,,,,,,22.25,0,18.25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197328081,1973,28081,MS,Lee County,50094,30980,16053,14927,,5743,,,28,25209,rural,South,East South Central,166,46180,449.951,0,,,,40.625,1,42.75,,,,,,21.875,0,16.875,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197428081,1974,28081,MS,Lee County,51590,32123,16648,15475,,5950,,,32,26141,rural,South,East South Central,166,46180,449.951,0,,,,43.5,1,45,,,,,,21.5,0,15.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197528081,1975,28081,MS,Lee County,52678,32964,17090,15874,,6120,,,39,26805,rural,South,East South Central,166,46180,449.951,0,,,,46.375,1,47.25,,,,,,21.125,0,14.125,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197628081,1976,28081,MS,Lee County,53811,33920,17591,16329,,6276,,,45,27599,rural,South,East South Central,166,46180,449.951,0,,,,49.25,1,49.5,,,,,,20.75,0,12.75,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197728081,1977,28081,MS,Lee County,54740,34723,18018,16705,,6412,,,52,28259,rural,South,East South Central,166,46180,449.951,0,,,,52.125,1,51.75,,,,,,20.375,0,11.375,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26451,868,36,832,3,3,5,25,251,535,46,0
197828081,1978,28081,MS,Lee County,55552,35391,18373,17018,,6527,,,54,28810,rural,South,East South Central,166,46180,449.951,2867.857,,,,55,1,54,,,,,,20,1,10,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23935,984,61,923,1,3,5,52,161,701,61,0
197928081,1979,28081,MS,Lee County,55929,35695,18535,17160,,6566,,,63,29066,rural,South,East South Central,166,46180,449.951,2669.286,,,,55.6,1.2,54.4,,,,,,22.4,1.5,9.285714,16.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
