date,MSP,MSP_TVC,CMCF,CMCF_TVC,YOU,SMCI,SMCI_TVC,county_jails,community_work_centers,REGIONAL_CORRECTIONAL_FACILITIES,PRIVATE_PRISONS,RESTITUTION_CENTERS,TRANSITIONAL_HOUSING,Governor's_Mansion,E-CODE
2013-05-21,3378,,3333,,31,3232,,2323,1530,4426,4310,11,,0,0
2013-05-22,3380,,3349,,28,3231,,2299,1533,4432,4309,10,,0,0
2013-05-23,3368,,3336,,30,3237,,2321,1540,4424,4302,10,,0,0
2013-05-24,3374,,3338,,30,3228,,2309,1549,4414,4305,10,,0,
2013-05-25,3373,,3338,,30,3229,,2309,1545,4413,4303,10,,0,0
2013-05-26,3374,,3336,,30,3229,,2309,1545,4411,4300,9,,0,0
2013-05-27,3374,,3337,,29,3229,,2310,1542,4408,4299,9,,0,0
2013-05-28,3371,,3338,,29,3228,,2322,1535,4423,4305,9,,0,0
2013-05-29,3373,,3351,,31,3222,,2305,1531,4427,4305,10,,0,0
2013-05-30,3388,,3347,,31,3217,,2311,1531,4430,4304,11,,0,0
2013-05-31,3382,,3318,,31,3211,,2306,1518,4422,4298,11,,0,0
2013-06-01,3380,,3317,,31,3210,,2306,1516,4421,4297,10,,0,0
2013-06-02,3380,,3314,,31,3209,,2306,1516,4417,4297,9,,0,0
2013-06-03,3394,,3329,,31,3217,,2304,1544,4416,4293,10,,0,0
2013-06-04,3391,,3344,,30,3219,,2282,1543,4425,4301,9,,0,0
2013-06-05,3389,,3341,,30,3212,,2313,1548,4424,4304,9,,0,0
2013-06-06,3384,,3354,,31,3204,,2324,1558,4420,4308,9,,0,0
2013-06-07,3380,,3347,,31,3211,,2337,1535,4429,4308,12,,0,0
2013-06-08,3379,,3341,,31,3208,,2337,1534,4424,4307,12,,0,0
2013-06-09,3378,,3343,,31,3208,,2337,1532,4419,4304,12,,0,0
2013-06-10,3390,,3356,,31,3216,,2326,1549,4417,4305,11,,0,0
2013-06-11,3393,,3333,,31,3229,,2341,1536,4431,4308,10,,0,0
2013-06-12,3386,,3352,,32,3222,,2333,1541,4431,4308,10,,0,0
2013-06-13,3387,,3353,,32,3218,,2380,1539,4429,4309,11,,0,0
2013-06-14,3392,,3347,,32,3217,,2406,1508,4428,4310,11,,0,0
2013-06-15,3387,,3347,,32,3216,,2404,1507,4422,4306,10,,0,0
2013-06-16,3385,,3345,,32,3211,,2404,1506,4419,4304,9,,0,0
2013-06-17,3389,,3352,,31,3217,,2385,1526,4433,4306,9,,0,0
2013-06-18,3393,,3354,,32,3202,,2337,1522,4426,4310,10,,0,0
2013-06-19,3390,,3365,,32,3229,,2338,1517,4427,4310,11,,0,0
2013-06-20,3387,,3345,,31,3229,,2355,1537,4422,4317,11,,0,0
2013-06-21,3384,,3337,,31,3226,,2371,1502,4431,4317,10,,0,0
2013-06-22,3383,,3335,,31,3227,,2371,1496,4428,4313,10,,0,0
2013-06-23,3382,,3337,,27,3227,,2371,1496,4425,4311,10,,0,0
2013-06-24,3379,,3344,,31,3221,,2356,1524,4422,4316,11,,0,0
2013-06-25,3389,,3344,,31,3218,,2359,1528,4430,4315,10,,0,0
2013-06-26,3388,,3360,,30,3222,,2341,1522,4429,4317,10,,0,0
2013-06-27,3386,,3376,,33,3222,,2351,1516,4427,4313,10,,0,0
2013-06-28,3400,,3335,,33,3237,,2358,1498,4426,4311,10,,0,0
2013-06-29,3402,,3334,,33,3234,,2358,1495,4426,4310,10,,0,0
2013-06-30,3401,,3331,,33,3231,,2358,1496,4422,4307,10,,0,0
2013-07-01,3393,,3354,,33,3235,,2330,1508,4427,4304,10,,0,0
2013-07-02,3392,,3375,,33,3231,,2313,1501,4428,4310,10,,0,0
2013-07-03,3390,,3372,,33,3234,,2316,1511,4430,4314,9,,0,0
2013-07-04,3386,,3371,,33,3234,,2316,1509,4426,4309,9,,0,0
2013-07-05,3385,,3368,,33,3234,,2316,1503,4424,4307,9,,0,0
2013-07-06,3380,,3370,,33,3229,,2316,1501,4421,4305,9,,0,0
2013-07-07,3379,,3370,,33,3228,,2316,1498,4420,4301,9,,0,0
2013-07-08,3374,,3400,,34,3221,,2316,1490,4419,4302,9,,0,0
2013-07-09,3382,,3377,,34,3227,,2318,1494,4427,4310,12,,0,0
2013-07-10,3382,,3399,,34,3230,,2320,1487,4436,4311,12,,0,0
2013-07-11,3384,,3416,,35,3237,,2326,1481,4429,4302,12,,0,0
2013-07-12,3380,,3413,,36,3232,,2341,1473,4425,4298,11,,0,0
2013-07-13,3380,,3408,,36,3230,,2351,1462,4423,4293,11,,0,0
2013-07-14,3380,,3409,,36,3229,,2351,1462,4421,4287,11,,0,0
2013-07-15,3385,,3412,,35,3231,,2341,1491,4419,4296,11,,0,0
2013-07-16,3390,,3412,,36,3234,,2339,1498,4420,4303,11,,0,0
2013-07-17,3378,,3424,,36,3231,,2356,1496,4435,4307,10,,0,0
2013-07-18,3387,,3381,,36,3228,,2341,1468,4435,4313,12,,0,0
2013-07-19,3387,,3399,,35,3232,,2313,1450,4429,4306,11,,0,0
2013-07-20,3384,,3400,,35,3233,,2313,1448,4428,4305,11,,0,0
2013-07-21,3386,,3395,,35,3234,,2313,1444,4426,4300,11,,0,0
2013-07-22,3385,,3380,,35,3253,,2296,1460,4427,4317,14,,0,0
2013-07-23,3384,,3398,,35,3249,,2259,1475,4429,4314,14,,0,0
2013-07-24,3382,,3416,,35,3237,,2229,1483,4421,4314,12,,0,0
2013-07-25,3389,,3373,,35,3250,,2206,1484,4419,4334,12,,0,0
2013-07-26,3378,,3350,,35,3251,,2201,1460,4429,4369,12,,0,0
2013-07-27,3376,,3347,,36,3252,,2200,1460,4428,4369,12,,0,0
2013-07-28,3374,,3347,,36,3354,,2199,1458,4425,4369,12,,0,0
2013-07-29,3370,,3350,,36,3252,,2198,1468,4432,4388,12,,0,0
2013-07-30,3382,,3334,,36,3256,,2185,1463,4434,4405,14,,0,0
2013-07-31,3385,,3346,,36,3253,,2172,1460,4420,4406,14,,0,0
2013-08-01,3388,,3342,,36,3253,,2199,1464,4429,4408,14,,0,0
2013-08-02,3382,,3346,,36,3233,,2212,1463,4434,4422,12,,0,0
2013-08-03,3381,,3344,,36,3228,,2212,1461,4433,4421,12,,0,0
2013-08-04,3379,,3342,,36,3227,,2212,1461,4430,4421,12,,0,0
2013-08-05,3376,,3349,,36,3218,,2203,1472,4421,4414,12,,0,0
2013-08-06,3374,,3381,,35,3224,,2200,1469,4419,4413,12,,0,0
2013-08-07,3383,,3339,,36,3232,,2201,1461,4428,4414,12,,0,0
2013-08-08,3386,,3313,,36,3236,,2217,1459,4426,4409,12,,0,0
2013-08-09,3379,,3313,,35,3235,,2220,1448,4422,4389,12,,0,0
2013-08-10,3375,,3314,,35,3232,,2221,1444,4418,4385,12,,0,0
2013-08-11,3374,,3312,,34,3231,,2221,1440,4410,4383,12,,0,0
2013-08-12,3382,,3289,,35,3228,,2252,1454,4411,4392,12,,0,0
2013-08-13,3386,,3296,,35,3234,,2250,1448,4423,4391,13,,0,0
2013-08-14,3389,,3283,,34,3243,,2237,1459,4431,4395,13,,0,0
2013-08-15,3386,,3302,,32,3236,,2231,1446,4433,4401,14,,0,0
2013-08-16,3392,,3311,,32,3227,,2255,1436,4433,4402,13,,0,0
2013-08-17,3388,,3304,,35,3223,,2255,1432,4425,4398,13,,0,0
2013-08-18,3386,,3305,,35,3222,,2252,1435,4421,4396,13,,0,0
2013-08-19,3391,,3301,,33,3227,,2245,1448,4425,4393,14,,0,0
2013-08-20,3395,,3316,,33,3230,,2242,1438,4427,4395,14,,0,0
2013-08-21,3387,,3306,,33,3236,,2240,1449,4424,4398,14,,0,0
2013-08-22,3391,,3309,,35,3229,,2226,1448,4426,4398,14,,0,0
2013-08-23,3387,,3309,,35,3230,,2230,1427,4421,4397,14,,0,0
2013-08-24,3386,,3305,,35,3231,,2225,1433,4419,4392,14,,0,0
2013-08-25,3383,,3298,,35,3230,,2231,1426,4418,4390,14,,0,0
2013-08-26,3383,,3297,,35,3229,,2235,1441,4417,4393,13,,0,0
2013-08-27,3386,,3336,,35,3227,,2243,1428,4414,4388,13,,0,0
2013-08-28,3370,,3313,,35,3233,,2266,1441,4430,4389,13,,0,0
2013-08-29,3373,,3323,,34,3234,,2291,1423,4434,4385,11,,0,0
2013-08-30,3367,,3323,,34,3239,,2310,1417,4433,4391,11,,0,0
2013-09-01,3359,,3310,,34,3229,,2348,1370,4422,4377,11,,0,0
2013-09-02,3358,,3310,,34,3229,,2313,1408,4420,4376,11,,0,0
2013-09-03,3371,,3293,,34,3236,,2296,1402,4426,4390,11,,0,0
2013-09-04,3379,,3297,,34,3222,,2274,1404,4438,4387,11,,0,0
2013-09-05,3374,,3314,,34,3232,,2263,1404,4439,4393,11,,0,0
2013-09-06,3380,,3333,,35,3236,,2241,1387,4430,4391,10,,0,0
2013-09-07,3380,,3334,,35,3235,,2241,1385,4428,4389,10,,0,0
2013-09-08,3379,,3331,,35,3233,,2242,1386,4426,4387,10,,0,0
2013-09-09,3390,,3327,,33,3229,,2249,1408,4428,4395,10,,0,0
2013-09-10,3387,,3353,,34,3227,,2230,1419,4430,4398,12,,0,0
2013-09-11,3381,,3330,,34,3231,,2193,1421,4433,4408,12,,0,0
2013-09-12,3380,,3324,,33,3235,,2195,1417,4434,4407,10,,0,0
2013-09-13,3383,,3318,,33,3221,,2192,1417,4429,4382,10,,0,0
2013-09-14,3383,,3319,,31,3217,,2228,1379,4426,4380,10,,0,0
2013-09-15,3381,,3316,,33,3216,,2192,1413,4425,4379,10,,0,0
2013-09-16,3386,,3321,,34,3222,,2195,1413,4422,4377,11,,0,0
2013-09-17,3380,,3337,,34,3223,,2196,1413,4428,4376,11,,0,0
2013-09-18,3378,,3310,,34,3231,,2207,1410,4410,4395,12,,0,0
2013-09-19,3382,,3307,,34,3231,,2204,1402,4425,4386,11,,0,0
2013-09-20,3378,,3302,,34,3228,,2218,1383,4424,4387,10,,0,0
2013-09-21,3381,,3299,,34,3229,,2218,1380,4421,4387,10,,0,0
2013-09-22,3381,,3301,,33,3227,,2218,1377,4420,4386,10,,0,0
2013-09-23,3373,,3324,,34,3230,,2212,1400,4421,4388,11,,0,0
2013-09-24,3368,,3326,,35,3231,,2227,1410,4425,4397,11,,0,0
2013-09-25,3366,,3338,,32,3235,,2236,1403,4428,4399,11,,0,0
2013-09-26,3372,,3348,,32,3236,,2243,1405,4428,4393,11,,0,0
2013-09-27,3366,,3328,,35,3229,,2268,1402,4432,4397,10,,0,0
2013-09-28,3363,,3327,,35,3227,,2268,1398,4429,4396,10,,0,0
2013-09-29,3363,,3325,,35,3226,,2268,1396,4426,4394,10,,0,0
2013-09-30,3371,,3317,,38,3222,,2281,1402,4430,4390,10,,0,0
2013-10-01,3372,,3332,,38,3226,,2294,1405,4432,4387,10,,0,0
2013-10-02,3373,,3327,,38,3229,,2297,1398,4430,4395,10,,0,0
2013-10-03,3386,,3284,,39,3230,,2268,1400,4431,4419,11,,0,0
2013-10-04,3375,,3292,,39,3229,,2279,1380,4425,4414,11,,0,0
2013-10-05,3372,,3288,,39,3226,,2279,1376,4415,4412,11,,0,0
2013-10-06,3370,,3290,,39,3226,,2277,1385,4432,4387,10,,0,0
2013-10-07,3367,,3300,,39,3230,,2250,1408,4416,4414,11,,0,0
2013-10-08,3363,,3280,,39,3232,,2256,1425,4427,4421,11,,0,0
2013-10-09,3369,,3273,,40,3230,,2244,1427,4427,4420,11,,0,0
2013-10-10,3358,,3287,,39,3229,,2221,1420,4424,4423,11,,0,0
2013-10-11,3358,,3297,,39,3222,,2202,1395,4425,4427,11,,0,0
2013-10-12,3356,,3295,,39,3217,,2202,1393,4420,4425,11,,0,0
2013-10-13,3354,,3291,,39,3216,,2202,1392,4420,4425,11,,0,0
2013-10-14,3357,,3307,,39,3214,,2213,1415,4413,4429,11,,0,0
2013-10-15,3371,,3302,,39,3214,,2217,1410,4417,4433,11,,0,0
2013-10-16,3367,,3280,,39,3227,,2215,1397,4427,4434,11,,0,0
2013-10-17,3357,,3267,,40,3228,,2216,1398,4430,4440,11,,0,0
2013-10-18,3349,,3279,,39,3208,,2224,1382,4426,4418,11,,0,0
2013-10-19,3345,,3272,,39,3207,,2227,1382,4422,4416,11,,0,0
2013-10-20,3343,,3273,,39,3205,,2227,1379,4420,4416,11,,0,0
2013-10-21,3340,,3280,,39,3208,,2212,1401,4423,4416,11,,0,0
2013-10-22,3350,,3279,,39,3212,,2224,1401,4426,4414,11,,0,0
2013-10-23,3342,,3306,,38,3219,,2310,1389,4421,4416,10,,0,0
2013-10-24,3356,,3282,,38,3213,,2214,1385,4419,4415,9,,0,0
2013-10-25,3356,,3285,,38,3218,,2227,1358,4428,4413,8,,0,0
2013-10-26,3350,,3284,,38,3214,,2227,1357,4423,4411,8,,0,0
2013-10-27,3349,,3283,,38,3214,,2227,1357,4418,4409,8,,0,0
2013-10-28,3359,,3287,,38,3210,,2219,1375,4419,4415,9,,0,0
2013-10-29,3361,,3290,,38,3210,,2222,1381,4422,4413,9,,0,0
2013-10-30,3385,,3276,,38,3210,,2207,1381,4432,4419,9,,0,0
2013-10-31,3384,,3293,,38,3197,,2198,1384,4425,4415,9,,0,0
2013-11-01,3374,,3299,,38,3198,,2202,1364,4422,4412,9,,0,0
2013-11-02,3374,,3296,,38,3196,,2202,1360,4420,4411,9,,0,0
2013-11-03,3373,,3296,,38,3199,,2202,1356,4417,4410,9,,0,0
2013-11-04,3372,,3305,,37,3204,,2198,1370,4412,4411,10,,0,0
2013-11-05,3387,,3260,,37,3203,,2163,1355,4420,4413,11,,0,0
2013-11-06,3379,,3294,,36,3206,,2141,1367,4422,4412,10,,0,0
2013-11-07,3378,,3290,,37,3206,,2122,1387,4425,4414,10,,0,0
2013-11-08,3374,,3300,,37,3193,,2128,1376,4422,4417,10,,0,0
2013-11-09,3369,,3297,,37,3194,,2128,1375,4420,4411,10,,0,0
2013-11-10,3369,,3293,,37,3194,,2128,1373,4419,4409,10,,0,0
2013-11-11,3369,,3292,,37,3191,,2130,1384,4417,4408,10,,0,0
2013-11-12,3378,,3308,,37,3190,,2112,1377,4403,4413,10,,0,0
2013-11-13,3378,,3328,,37,3195,,2111,1375,4402,4418,10,,0,0
2013-11-14,3382,,3312,,37,3198,,2120,1380,4411,4417,11,,0,0
2013-11-15,3380,,3317,,38,3207,,2102,1363,4408,4416,9,,0,0
2013-11-16,3374,,3312,,38,3206,,2102,1362,4403,4415,9,,0,0
2013-11-17,3373,,3314,,38,3205,,2102,1360,4401,4414,9,,0,0
2013-11-18,3370,,3303,,38,3199,,2101,1378,4415,4413,10,,0,0
2013-11-19,3383,,3290,,39,3215,,2075,1384,4416,4410,12,,0,0
2013-11-20,3375,,3318,,39,3217,,2053,1388,4417,4413,12,,0,0
2013-11-21,3378,,3316,,38,3206,,2047,1394,4421,4417,12,,0,0
2013-11-22,3368,,3323,,38,3196,,2065,1403,4416,4412,12,,0,0
2013-11-23,3368,,3323,,38,3197,,2062,1402,4413,4410,12,,0,0
2013-11-24,3374,,3318,,38,3194,,2064,1395,4410,4409,12,,0,0
2013-11-25,3371,,3330,,37,3190,,2092,1392,4409,4410,12,,0,0
2013-11-26,3369,,3345,,39,3192,,2074,1392,4407,4408,12,,0,0
2013-11-27,3361,,3327,,39,3201,,2064,1376,4408,4402,11,,0,0
2013-11-28,3361,,3330,,39,3199,,2065,1368,4402,4398,11,,0,0
2013-11-29,3360,,3327,,39,3197,,2069,1366,4400,4398,11,,0,0
2013-11-30,3371,,3325,,39,3193,,2011,1382,4409,4410,12,,0,0
2013-12-01,3356,,3324,,39,3190,,2069,1365,4393,4396,11,,0,0
2013-12-02,3356,,3333,,39,3186,,2102,1365,4393,4396,11,,0,0
2013-12-03,3370,,3320,,39,3175,,2107,1373,4403,4407,11,,0,0
2013-12-04,3368,,3306,,39,3178,,2118,1362,4404,4417,13,,0,0
2013-12-05,3363,,3342,,40,3182,,2082,1360,4400,4415,13,,0,0
2013-12-06,3359,,3353,,40,3172,,2092,1354,4397,4408,13,,0,0
2013-12-07,3355,,3349,,40,3171,,2093,1352,4395,4403,13,,0,0
2013-12-08,3354,,3347,,40,3171,,2093,1351,4393,4400,13,,0,0
2013-12-09,3354,,3317,,41,3185,,2165,1351,4400,4402,13,,0,0
2013-12-10,3349,,3303,,41,3184,,2080,1372,4421,4404,12,,0,0
2013-12-11,3363,,3300,,41,3195,,2077,1380,4421,4410,12,,0,0
2013-12-12,3362,,3287,,41,3195,,2086,1378,4431,4410,12,,0,0
2013-12-13,3360,,3271,,40,3199,,2086,1374,4436,4408,12,,0,0
2013-12-14,3360,,3270,,40,3199,,2086,1374,4436,4405,12,,0,0
2013-12-15,3359,,3267,,40,3199,,2086,1372,4433,4402,12,,0,0
2013-12-16,3359,,3272,,40,3200,,2085,1358,4427,4402,12,,0,0
2013-12-17,3362,,3252,,40,3206,,2083,1359,4427,4402,13,,0,0
2013-12-18,3348,,3244,,40,3218,,2068,1354,4418,4402,13,,0,0
2013-12-19,3349,,3249,,40,3211,,2054,1366,4463,4410,11,,0,0
2013-12-20,3363,,3232,,40,3201,,2055,1372,4424,4412,11,,0,0
2013-12-21,3358,,3232,,40,3200,,2055,1367,4424,4410,11,,0,0
2013-12-22,3357,,3232,,40,3197,,2058,1365,4422,4410,11,,0,0
2013-12-23,3362,,3227,,39,3205,,2057,1337,4396,4398,13,,0,0
2013-12-24,3359,,3223,,39,3196,,2060,1334,4394,4397,13,,0,0
2013-12-25,3356,,3223,,39,3194,,2078,1334,4393,4393,13,,0,0
2013-12-26,3354,,3239,,39,3192,,2024,1331,4391,4396,13,,0,0
2013-12-27,3356,,3236,,38,3201,,2006,1341,4396,4393,13,,0,0
2014-01-01,3362,,3260,,39,3207,,1969,1344,4410,4388,13,,0,0
2014-01-02,3339,,3285,,39,3191,,1947,1340,4415,4394,12,,0,0
2014-01-03,3345,,3249,,39,3218,,1928,1355,4414,4397,10,,0,0
2014-01-04,3344,,3247,,39,3215,,1928,1352,4411,4395,10,,0,0
2014-01-05,3344,,3246,,39,3212,,1928,1351,4411,4393,11,,0,0
2014-01-06,3340,,3246,,39,3191,,1964,1340,4405,4380,11,,0,0
2014-01-07,3340,,3246,,39,3191,,1955,1340,4405,4380,11,,0,0
2014-01-08,3336,,3257,,39,3207,,1969,1310,4401,4377,11,,0,0
2014-01-09,3337,,3257,,39,3201,,2001,1304,4395,4374,11,,0,0
2014-01-10,3334,,3259,,39,3195,,2031,1258,4391,4365,11,,0,0
2014-01-11,3334,,3255,,39,3192,,2052,1255,4368,4363,11,,0,0
2014-01-12,3332,,3251,,39,3189,,2031,1254,4387,4362,11,,0,0
2014-01-13,3332,,3231,,39,3178,,2063,1277,4356,4355,11,,0,0
2014-01-14,3330,,3221,,39,3178,,2140,1266,4277,4351,11,,0,0
2014-01-15,3328,,3214,,39,3177,,2107,1261,4333,4349,11,,0,0
2014-01-16,3325,,3218,,38,3195,,2153,1233,4325,4347,11,,0,0
2014-01-17,3324,,3212,,38,3191,,2205,1199,4314,4338,10,,0,0
2014-01-18,3320,,3209,,38,3187,,2205,1196,4313,4337,10,,0,0
2014-01-19,3319,,3209,,38,3187,,2205,1196,4313,4334,10,,0,0
2014-01-20,3316,,3210,,38,3185,,2198,1226,4311,4331,10,,0,0
2014-01-21,3369,,2991,,38,3197,,2207,1254,4389,4342,10,,0,0
2014-01-22,3358,,3020,,38,3199,,2133,1243,4400,4379,10,,0,0
2014-01-23,3350,,3061,,36,3206,,2099,1246,4398,4384,10,,0,0
2014-01-24,3357,,3074,,36,3212,,2084,1216,4385,4387,9,,0,0
2014-01-25,3356,,3073,,36,3211,,2084,1211,4379,4384,9,,0,0
2014-01-26,3351,,3074,,36,3208,,2084,1210,4375,4381,9,,0,0
2014-01-27,3345,,3129,,36,3210,,2062,1231,4362,4376,9,,0,0
2014-01-28,3337,,3113,,36,3209,,2056,1239,4356,4387,9,,0,0
2014-01-29,3316,,3122,,36,3207,,2095,1239,4356,4386,9,,0,0
2014-01-30,3315,,3133,,36,3187,,2111,1216,4351,4379,9,,0,0
2014-01-31,3302,,3131,,36,3187,,2111,1217,4358,4373,9,,0,0
2014-02-01,3300,,3132,,36,3187,,2109,1214,4356,4373,9,,0,0
2014-02-02,3300,,3128,,36,3185,,2109,1214,4352,4372,9,,0,0
2014-02-03,3318,,3127,,36,3185,,2068,1210,4354,4363,9,,0,0
2014-02-04,3319,,3127,,36,3195,,2051,1220,4357,4363,8,,0,0
2014-02-05,3332,,3073,,36,3216,,2028,1236,4391,4366,8,,0,0
2014-02-06,3326,,3077,,36,3214,,2010,1246,4399,4376,8,,0,0
2014-02-07,3322,,3045,,36,3204,,2006,1231,4419,4371,10,,0,0
2014-02-08,3321,,3046,,36,3203,,2006,1230,4413,4369,10,,0,0
2014-02-09,3316,,3046,,36,3203,,2006,1229,4411,4369,10,,0,0
2014-02-10,3315,,3035,,37,3203,,1985,1236,4417,4371,10,,0,0
2014-02-11,3315,,3063,,37,3201,,1955,1228,4424,4369,10,,0,0
2014-02-12,3316,,3063,,37,3210,,1963,1224,4423,4376,11,,0,0
2014-02-13,3327,,3056,,37,3204,,1949,1206,4417,4376,11,,0,0
2014-02-14,3316,,3002,,37,3231,,2019,1182,4402,4367,10,,0,0
2014-02-15,3312,,3002,,37,3227,,2031,1169,4396,4366,10,,0,0
2014-02-16,3310,,3000,,36,3227,,2021,1176,4396,4363,10,,0,0
2014-02-17,3308,,2998,,37,3225,,2034,1186,4382,4363,10,,0,0
2014-02-18,3312,,3001,,37,3225,,2011,1187,4402,4362,10,,0,0
2014-03-01,3325,,2960,,34,3239,,1969,1175,4403,4392,12,,,
2014-03-02,3325,,2960,,34,3236,,1969,1172,4401,4390,12,,,
2014-03-03,3330,,2983,,34,3230,,1973,1182,4384,4388,13,,,
2014-03-04,3324,,2999,,34,3224,,1898,1170,4385,4385,12,,,
2014-03-05,3333,,2975,,35,3236,,1917,1179,4387,4386,12,,,
2014-03-06,3331,,2995,,36,3237,,2017,1179,4324,4384,12,,,
2014-03-07,3313,,2977,,33,3216,,1999,1135,4382,4384,12,,,
2014-03-08,3315,,2980,,35,3219,,2003,1169,4392,4375,12,,,
2014-03-09,3315,,2979,,35,3218,,2001,1170,4392,4372,12,,,
2014-03-10,3326,,2988,,35,3211,,1998,1181,4399,4366,12,,,
2014-03-11,3325,,3012,,35,3205,,1973,1178,4406,4367,12,,,
2014-03-12,3327,,3044,,35,3178,,1966,1151,4405,4365,12,,,
2014-03-13,3339,,3002,,35,3202,,1944,1150,4417,4369,12,,,
2014-03-14,3353,,2986,,34,3208,,1965,1137,4418,4370,11,,,
2014-03-15,3352,,2985,,34,3205,,1965,1134,4415,4369,11,,,
2014-03-16,3350,,2985,,34,3205,,1965,1131,4415,4366,11,,,
2014-03-17,3358,,2972,,34,3206,,1955,1141,4420,4361,11,,,
2014-03-18,3350,,2995,,36,3203,,2001,998,4416,4363,11,,,
2014-03-19,3351,,2999,,36,3205,,1977,1147,4410,4365,11,,,
2014-03-20,3357,,2976,,36,3212,,1967,1146,4421,4369,11,,,
2014-03-21,3356,,2972,,36,3208,,1971,1134,4418,4370,10,,,
2014-03-22,3356,,2970,,36,3207,,1973,1133,4413,4367,10,,,
2014-03-23,3353,,2968,,36,3202,,1971,1132,4411,4366,10,,,
2014-03-24,3355,,2969,,36,3220,,1828,1142,4413,4365,11,,,
2014-03-25,3355,,2983,,36,3214,,1955,1146,4416,4362,11,,,
2014-03-26,3349,,2941,,37,3227,,1949,1153,4425,4358,11,,,
2014-03-27,3326,,2949,,37,3219,,1975,1162,4424,4367,11,,,
2014-03-28,3346,,2937,,37,3232,,1970,1155,4420,4366,11,,,
2014-03-29,3345,,2933,,37,3233,,1970,1153,4418,4366,11,,,
2014-03-30,3344,,2937,,37,3233,,1970,1151,4415,4361,11,,,
2014-03-31,3336,,2960,,37,3235,,2056,1162,4413,3497,11,,,
2014-04-01,3341,,2990,,37,3226,,1931,1158,4419,3497,11,,,
2014-04-02,3344,,2990,,37,3216,,1917,1163,4397,3498,11,,,
2014-04-03,3335,,2984,,37,3223,,1924,1180,4386,3504,11,,,
2014-04-04,3330,,3005,,37,3219,,1954,1159,4389,3501,11,,,
2014-04-05,3328,,3003,,37,3214,,1944,1165,4382,3499,11,,,
2014-04-06,3328,,3001,,37,3212,,1954,1153,4380,3497,11,,,
2014-04-07,3336,,2987,,37,3202,,1929,1164,4397,3502,12,,,
2014-04-08,3327,,2989,,37,3204,,1925,1166,4399,3502,12,,,
2014-04-09,3319,,2977,,37,3212,,1925,1173,4402,3509,12,,,
2014-04-10,3320,,2961,,36,3205,,1924,1151,4405,3502,12,,,
2014-04-11,3346,,2892,,36,3203,,1949,1167,4414,4333,11,,,
2014-04-12,3345,,2889,,36,3203,,1949,1165,4411,4332,11,,,
2014-04-13,3345,,2888,,36,3203,,1949,1162,4410,4332,8,,,
2014-04-14,3342,,2890,,36,3218,,1947,1167,4405,4325,11,,,
2014-04-15,3329,,2860,,36,3214,,1962,1102,4406,4318,11,,,
2014-04-16,3332,,2833,,36,3224,,1901,1153,4402,4329,11,,,
2014-04-17,3314,,2842,,37,3213,,1897,1162,4410,4339,11,,,
2014-04-18,3319,,2787,,37,3219,,1920,1166,4404,4343,10,,,
2014-04-19,3316,,2786,,37,3216,,1921,1163,4402,4342,10,,,
2014-04-20,3314,,2786,,37,3216,,1920,1162,4400,4339,10,,,
2014-04-21,3318,,2791,,37,3221,,1919,1163,4397,4342,11,,,
2014-04-22,3309,,2814,,37,3223,,1906,1168,4396,4335,11,,,
2014-04-23,3289,,2800,,37,3244,,1875,1174,4415,4337,11,,,
2014-04-24,3284,,2835,,37,3243,,2114,1169,4171,4337,11,,,
2014-04-25,3275,,2824,,37,3232,,1885,1171,4407,4341,11,,,
2014-04-26,3275,,2824,,37,3231,,1885,1170,4400,4338,11,,,
2014-04-27,3274,,2822,,37,3229,,1894,1169,4388,4338,11,,,
2014-05-01,3297,,2793,,37,3231,,1876,1173,4417,4341,9,,,
2014-05-02,3280,,2796,,37,3220,,1916,1171,4420,4357,9,,,
2014-05-03,3280,,2795,,37,3219,,1916,1168,4417,4352,9,,,
2014-05-04,3279,,2796,,37,3217,,1916,1166,4414,4350,9,,,
2014-05-05,3290,,2825,,37,3220,,1886,1164,4403,4347,9,,,
2014-05-06,3280,,2827,,37,3217,,1844,1163,4403,4347,9,,,
2014-05-07,3284,,2654,,39,3219,,2017,1162,4394,4333,9,,,
2014-05-08,3289,,2833,,39,3214,,1841,1168,4394,4335,9,,,
2014-05-09,3282,,2807,,39,3208,,1851,1158,4399,4342,9,,,
2014-05-10,3284,,2804,,39,3207,,1851,1156,4396,4342,9,,,
2014-05-11,3280,,2802,,39,3204,,1851,1156,4393,4338,9,,,
2014-05-12,3292,,2791,,39,3217,,1842,1171,4403,4338,9,,,
2014-05-13,3290,,2785,,39,3210,,1854,1169,4414,4340,9,,,
2014-05-14,3285,,2817,,39,3214,,1874,1173,4400,4338,9,,,
2014-05-15,3297,,2739,,39,3215,,1885,1171,4391,4341,9,,,
2014-05-16,3305,,2729,,39,3208,,1864,1148,4395,4339,10,,,
2014-05-17,3302,,2730,,39,3210,,1859,1147,4393,4338,12,,,
2014-05-18,3302,,2729,,39,3208,,1859,1147,4388,4336,12,,,
2014-05-19,3285,,2782,,39,3200,,1798,1147,4404,4336,13,,,
2014-05-20,3297,,2768,,39,3193,,1814,1148,4392,4331,13,,,
2014-05-21,3285,,2782,,39,3200,,1798,1147,4401,4336,13,,,
2014-05-22,3274,,2801,,39,3199,,1773,1140,4403,4322,14,,,
2014-05-23,3296,,2775,,39,3202,,1787,1137,4395,4318,14,,,
